learning epoch:  1 ...
preds:  ['Expansion.Instantiation.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal. Asynchronous', 'Comparison.Contrast', 'Contusionance.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.', 'Repetition', 'Repetition is a repetition for a remittance.', 'Comparison.', 'Comparison.', 'Contingency.', 'Comparison.Contribution']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Repetition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Comparison. Conference', 'Expansion.Instantiation', 'Comparison.Contrast', '           ', 'Interrupted', 'Expansion.Restatement', "it's a common fact that you're a bit of a snob.", 'Expansion. Conjunction', 'Despite the fact that there is a vacancy in the industry, it is not a good thing.', 'Expansion.Restatement', 'Temporal.Atasynchronous', 'Contingency.', 'Contingency.Cause', 'Contingency.Cade.Cade.Cade.Cade.Cade.', 'Temporal.Asynchronous', 'Expansion.']  | target:  ['Comparison.Concession', 'Expansion.Instantiation', 'Comparison.Contrast', 'Contingency.Goal', 'Interrupted', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction']
preds:  ['Comparison.Concession.', 'Contingency.', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.', 'Contingance.', 'Expansion.Conjunction', 'Contingency.Goal', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Contingency.', 'Expansion. Conjunction', 'Temporal.Asynchronous.', 'Contingency.Cause']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause']
preds:  ['Expansion. Conjunction', 'The petition was filed by the United States House of Commons on Wednesday.', 'Contingency.', 'Interrupted', 'Contingency.', 'Contingency.Goal', 'Temporal.Asynchronous', 'Comparison.', 'Repetition', 'Asynchronous.', 'Repetition - Repetition - Duration - Duration - Repetition - Duration -', 'Contability.', 'Expansion.', 'Contingency.', 'Temporal.Asynchronous', 'Comparison.']  | target:  ['Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Contingency.Goal', 'Temporal.Asynchronous', 'Comparison.Concession', 'Repetition', 'Temporal.Asynchronous', 'Repetition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession']
preds:  ['Temporal.Asynchronous', 'Contingency.Goal', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Temporal. Asynchronous', 'Rejects', '           ', 'Contingency. Cause. Cause. Cause. Cause. Cause. Cause. Cause.. Cause.. Cause.', 'Contingency.', 'Temporal.Asynchronous', 'Consistency.Cause.Caber.Caber.Caber.Caber.', 'Temporal.Asynchronous', 'Temporal.Astrate', 'Contingency.Cause', 'Interrupted', '           ']  | target:  ['Temporal.Asynchronous', 'Contingency.Goal', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Repetition', 'Comparison', 'Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause']
preds:  ['Contingency.Goal', 'Temporal.Asynchronous.', 'Comparison.Contribution', 'Expansion.Conjunction', 'Temporal.asynchronous.', 'Contingency.', 'Contingency.Condition', 'Contingency.Goal', 'Comparison.Concession', 'Interrupted', 'Contramination.Conjunction', 'Contingency.', 'Temporal.Asynchronous', 'Tempo.Asynchronous', 'Expansion.Restatement', 'Enron Inc., Inc. is a publicly traded company based in New York City. The company is']  | target:  ['Contingency.Goal', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.Goal', 'Comparison.Concession', 'Interrupted', 'Expansion.Conjunction', 'Contingency.Condition', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Interrupted']
preds:  ['Comparison.', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause.', 'Temporal.Asynchronous', 'Interrupted', 'Repetition', 'Comparison.', 'Contingency.Condition', 'This is an example of how to keep a healthy diet. This is why it is important to keep a healthy', 'Contingency.Goal', 'Temporal.Synchrony', 'Comparison.', 'Comparison.', 'Contingency.Condition', 'Contingency.Cause']  | target:  ['Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause', 'Temporal.Asynchronous', 'Interrupted', 'Repetition', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Goal', 'Temporal.Synchrony', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Contingency.Cause']
preds:  ['Expansion.Conjunction', 'Remaintement: Remainment: Remaintement: Remainance: Remaintement: Remainance:', 'Contingency.Cause', 'Contingency.Goal', 'is a combination of a combination of a variety of a variety of a variety of a variety', 'Comparison.', 'Repetition', 'Expansion.', 'Contidingency.Goal', 'Contingency.', 'Temporal.Asynchronous.', 'Repetition', 'Temporal.Synchrony', 'Comparison.Conference.Convention.Contribution.Contribution.Contribution.Contribution.', 'Contingency.', 'Contingency.Cause']  | target:  ['Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Contingency.Goal', 'Comparison.Concession', 'Comparison.Contrast', 'Repetition', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause']
preds:  ['Contingency.', 'Recipients are re-emergrated with a rematch of a rematch', 'Comparison.', 'Contingency.Cause', 'Response to a resuspended hand', 'Contingency.Condition', 'Interrupted', 'Contingency.', 'Contingency.', 'fast.Asynchronous.asynchronous.', '............', 'Contingency.Construction.Construction.Condition.Construction.Construction.Con', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asc', 'Contingency.']  | target:  ['Contingency.Condition', 'Repetition', 'Comparison.Concession', 'Contingency.Cause', 'Repetition', 'Contingency.Condition', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Condition']
preds:  ['Comparison.Concession', 'Temporal. Asynchronous.', 'Temporal.', 'Temporal.', 'Expansion.Restatement.', 'Contingency. Contingency.', 'Resolved', 'Temporal.Assual', 'Contingency.Cause', 'Contingency.', 'Expansion.Instantiation', 'Contingency.', 'Contingency.Cause', 'is a recurring trend in the United States. It is a recurring trend in the United States.', 'Expansion.Conjunction', 'Contingency.God']  | target:  ['Comparison.Concession', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Expansion.Restatement', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Instantiation', 'Contingency.Condition', 'Contingency.Cause', 'Repetition', 'Expansion.Conjunction', 'Contingency.Goal']
preds:  ['Difference.Conversion.', 'Comparison.Concession', 'Expansion.Convention', 'Contingency.Goal', 'Contingency.Condition', 'Revealed', 'Temporal.Answer', '           ', 'Contidingency.Cause.', 'Temporal.Asynchronous', 'Expansion.Conjunction', 's           ', 'Contingency', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Repetition is a thing of beauty. Repetition is a thing of beauty. Repetition is']  | target:  ['Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Condition', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Repetition']
preds:  ['Expansion.Restatement', 'Contingency.Cause.', 'Contingency. Cause', 'Contingency.Condition', 'Expansion.Conjunction.', 'Comparison.Contribution', 'Expansion.Conjunction', 'Comparison.', 'Contingency.', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Contribution.', 'Contingency.Cause', 'Expansion.Conjunction.', 'Temporal.Asynchronous', 'Expansion.Conjunction']  | target:  ['Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction']
preds:  ['Temporal.Asynchronous.', 'Comparison.Contrast', 'Contingency.Cause.', 'Contingency.Condition', 'Comparison. Competition. Comparison. Competition. Comparison. Competition. Comparison. Competition. Comparison. Comparison. Competition. Comparison.', 'Expansion.Conjunction.Conjunction.', 'Expansion.Restatement', 'Comparison.', 'Temporal.Synchrony', 'Comparison.', 'Expansion.Restatement', 'Contency.', 'Temporal.Astrial.Astrial.Astrial.Astrial.A', 'Contingency.', 'Temporary.Aseptatic.', 'Contingency.Cause']  | target:  ['Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Condition', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Restatement', 'Comparison.Contrast', 'Temporal.Synchrony', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause']
preds:  ['Expansion.', 'Interrupted', 'Contingency.', 'Comparison.Contribution', 'Comparison. Comparison.', 'Repetition is a song from the soundtrack album by the band Repetition. The song is based on', 'Expansion.', 'Comparison. Contour. Comparison. Contour. Comparison. Contour.', 'Contingency.Cause', 'Fact. Fact. Fact. Fact. Fact. Fact. Fact. Fact. Fact. Fact. Fact. Fact.', 'Repetition', 'Temporal.Assignment.', 'Exsion.Conjunction.', 'Repetition', 'Contanced.Cause', 'Expansion.Restatement']  | target:  ['Expansion.Alternative', 'Interrupted', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Repetition', 'Expansion.Restatement', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Cause', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Expansion.Restatement']
preds:  ['Expansion.', 'Interrupted', 'Contingibility. Contingency. Contingency. Contingency. Contingency. Contingency.', 'Contingency.Cause', 'Temporary.Asynchronous.', 'Expansion.Conjunction', 'Contingency. Chause', 'Contingency.', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Repetition -          ', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction']  | target:  ['Expansion.Restatement', 'Interrupted', 'Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Repetition', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Temporal.Asynchronous.', 'Expansion.Concordation', 'Contingency.', 'Comparison.', '           ', 'a lack of confidence.Goal is a form of self-advertised self-advert', 'Temporal.Synchrony.', 'Expansion.Conjunction', 'Contingency.Condition.', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement.', 'Temporal.Asynchronous.', 'Expansion.Conjunction.', 'Comparison.Condition.']  | target:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Goal', 'Temporal.Synchrony', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Comparison.Concession']
preds:  ['Expansion.Restatement', 'Contency. Consumption.', 'Contingency.', '           ', 'Expansion.Instantiation', 'Contingency.Goal', 'Temporal.Asynchronous.', 'Contingency.Cause', 'Expansion.Restatement', 'Recommendation.Concession', 'Temporal.Astrial.', 'Comparison.Concession', 'Contingency.', 'Contingency.', 'Expansion.Restatement', 'Comparison.Concession.']  | target:  ['Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Instantiation', 'Contingency.Goal', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession']
preds:  ['Expansion.', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Concession.', 'Contingency.', '           ', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', "'Repetition' is a song by American rock band Repetition. It was released as a", 'Contingency.Cause', 'Contingency.Cause']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Repetition', 'Expansion.Conjunction', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Contingency.Cause']
preds:  ['Contingency.', 'Temporal.Asynchronous.', 'Temporal.Asynchronous', 'Comparison.', 'Contingency.', 'Expansion.Insigniament.Instantiation.', 'Contingency.', 'Comparison.', 'Returnition', 'Contingency.Caution.Caution.Caution.Caution.Caution.', 'Expansion.Confusion.Conjunction.Expansion.Confusion.', 'Repetition', 'Temporal.Asynchronous', 'comparison.', 'Contingency.Cause.', 'Comparison.']  | target:  ['Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Condition', 'Expansion.Instantiation', 'Contingency.Goal', 'Comparison.Concession', 'Repetition', 'Contingency.Cause', 'Expansion.Conjunction', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Cause', 'Comparison.Concession']
preds:  ['Temporal.Asynchronous.', 'Comparison.', 'Expansion.Restatement', 'The motion for a motion for a motion for a motion for a motion for a motion for ', 'Temporal. Asynchronous.', 'Comparison.', 'Contingency.', 'Contingency.Cause', 'Interrupted', 'Contingency.Condition', 'Temporal.Asynchronous', 'if you have a lot of money, you have a lot of money and you have a lot of', 'Temporal.Ass', 'Repetition', 'Temporal.Assynchronous', 'Expansion. Instantiation']  | target:  ['Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Restatement', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Interrupted', 'Contingency.Condition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Instantiation']
preds:  ['Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.', 'Contingency.Condition', 'Expansion.Consion.Conjunction.', 'The Repetition is a book on the subject of the book "Returning to the Present". The book', 'Expansion.Alternative', 'Contingance.', 'Temporal.Assisted.', 'Exposition.Representation', 'Contingency.Cause', 'Contance.Gol', '           ', 'Contingency.', 'Comparison.', 'Contingency.']  | target:  ['Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Repetition', 'Expansion.Alternative', 'Contingency.Goal', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Goal', 'Contingency.Condition', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause']
preds:  ['Expansion.Alternative', 'Contingency.Cause', 'Expansion.Conjunction.Conjunction.Conjunction.Conjunction.Conjunction.', 'Expansion.Alternative', 'Temporary.Asynchronous', 'Comparison.Convention', 'Contingency. Goal', 'Contingness.Condition.', 'Expansion.Conjunction', 'Defining.Goal.', 'Contingency.', 'Contingency. Gog', 'Comparison.', 'Temporal.Synchrony', 'Contingency. Causes', 'Expansion.']  | target:  ['Expansion.Alternative', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Alternative', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Goal', 'Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Goal', 'Comparison.Contrast', 'Temporal.Synchrony', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Contingency.Cause', 'Comparison.Contribution.Contribution.Contribution.Contribution.Contribution.Contribu', 'Temporal.', 'Resolving', 'Expansion.Alternative', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.', 'Temporal. Asynchronous', 'Contingency.', 'Comparison. Contradiction.Company.Company.company.Company.Company', 'Contingency.Goal', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Temporal.Asynchronous', 'Repetition', 'Expansion.Alternative', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Contrast', 'Contingency.Goal', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Concession']
