learning epoch:  1 ...
preds:  ['e', 'e', 'progression of', '-', 'joint ', 'enablement', 'e', 'e', 'enablement', 'is ', 'e', 'joint venture', 'e', 'b', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'progression', 'manner-means', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'joint joint', 'e', 'enablement', 'a', 'enablement', 'e', 'enablement', 'e', 'joint joint', 'exp-', 't', 'enablement', 'joint ', 'e']  | target:  ['elab-addition', 'elab-addition', 'joint', 'elab-enumember', 'enablement', 'result', 'enablement', 'elab-addition', 'enablement', 'elab-addition', 'joint', 'exp-reason', 'joint', 'enablement', 'joint', 'elab-addition']
preds:  ['Compared', 'enablement', '', 'e', 'e', 'joint or', 'temporal', 'evaluations', 'e', 'e', 'b', 'e', '-', 'b', 'b', 'e']  | target:  ['comparison', 'enablement', 'attribution', 'elab-addition', 'elab-addition', 'joint', 'temporal', 'evaluation', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'result', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['evaluation', 'e', 'joint', 'joint is', 'e', 'joint', 'Allowance', 'e', 'b', 'manner-', 'evaluation', 'results in', 'b', ',', 'attribution', 'e']  | target:  ['evaluation', 'elab-addition', 'joint', 'joint', 'elab-addition', 'joint', 'enablement', 'elab-addition', 'bg-goal', 'manner-means', 'evaluation', 'result', 'bg-general', 'contrast', 'attribution', 'elab-addition']
preds:  ['evaluation', 'e', 'joint', 'e', 'evaluation', 'joint', 'enablement', 'b', 'e', 'e', 'e', 'joint is', 'Joint Joint', 'unions', 'a', 'b']  | target:  ['evaluation', 'elab-enumember', 'joint', 'elab-addition', 'evaluation', 'joint', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'attribution', 'bg-general']
preds:  ['e', 'joint', 'b', 'exp-', 'enableability', 'e', 'a', 'evaluation', '', 'enablement', 'e', 'jointe', 'e', 'e', 'e', 'joint']  | target:  ['elab-addition', 'joint', 'bg-general', 'exp-reason', 'enablement', 'elab-addition', 'manner-means', 'evaluation', 'attribution', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'joint']
preds:  ['evaluation of', 'e', 'result of', 'enablement', 'e', 'evaluation', 'joint joint', 'a', 'e', 'e', 'b', 'enablement', 'e', 'e', 'joint ', 'e']  | target:  ['evaluation', 'elab-addition', 'result', 'enablement', 'elab-addition', 'evaluation', 'joint', 'attribution', 'elab-addition', 'elab-addition', 'bg-general', 'enablement', 'elab-addition', 'elab-addition', 'joint', 'elab-addition']
preds:  ['e', 'exp-', 'enablement', 'b', 'joint', 'b', 'evaluation', 'ROOT', 'a', 'e', 'b', 'joint', 'joint', 'a', 'joint venture', 'evaluation']  | target:  ['elab-addition', 'exp-reason', 'enablement', 'bg-general', 'joint', 'bg-general', 'evaluation', 'ROOT', 'manner-means', 'elab-addition', 'bg-goal', 'joint', 'joint', 'contrast', 'joint', 'evaluation']
preds:  ['e', 'b', 'e', 'b', 'e', 'joint', 'e', 'evaluation', 'enablement', 'enablement', 'a', 'a', 'manners', 'evaluation', 'joint', 'evaluation']  | target:  ['elab-addition', 'bg-general', 'elab-process_step', 'bg-general', 'elab-aspect', 'joint', 'elab-addition', 'evaluation', 'enablement', 'enablement', 'evaluation', 'attribution', 'manner-means', 'evaluation', 'joint', 'evaluation']
preds:  ['joint joint', '', 's', ',', 'enablement', 'b', 'enablement', 'joint ', 'enablement', 'enablement', 'joint joint', 'e', 'evaluation', 'evaluation of', 'b', 'enablement']  | target:  ['joint', 'attribution', 'joint', 'joint', 'enablement', 'bg-general', 'enablement', 'joint', 'enablement', 'enablement', 'joint', 'elab-addition', 'evaluation', 'evaluation', 'bg-general', 'enablement']
preds:  ['', 'evaluations', 'joint', 'e', 'enablement', 'joint venture', 'common joint', 'is ', 'progression progression', 'e', 'e', 'e', 'e', 'e', 's', 'a']  | target:  ['attribution', 'evaluation', 'joint', 'elab-process_step', 'enablement', 'joint', 'joint', 'attribution', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'result']
preds:  ['joint', 'enablement', 'e', 'e', '-', 'e', 'joint and', 'evaluation', '', 'conditions of', 'e', 'comparison to', 'a', 'b', 'e', 'e']  | target:  ['joint', 'enablement', 'elab-addition', 'elab-process_step', 'elab-addition', 'elab-addition', 'joint', 'evaluation', 'attribution', 'condition', 'elab-addition', 'comparison', 'attribution', 'bg-general', 'elab-process_step', 'elab-addition']
preds:  ['joint joint', 'joint', 'e', 'BG', 'BCG', '', 'e', 'joint', 'e', 'e', 'joints of', 'e', 'e', 'e', 'b', 'e']  | target:  ['joint', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition']
preds:  ['e', 'en', 'a', 'e', 'e', 'joint', 'e', 'enablement', 'enablement', 'e', 'Allowance', 'compares', 's', 'comparisons', 'b', 'e']  | target:  ['elab-process_step', 'enablement', 'attribution', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'enablement', 'elab-addition', 'enablement', 'contrast', 'joint', 'comparison', 'bg-general', 'elab-addition']
preds:  ['b', '', 'enablement', 'joint venture', 'e', 'result:', 'e', 'enables', 'joint:', 'e', 'e', 'e', 'enablement', 'joint ', 'e', 'attribution']  | target:  ['bg-general', 'bg-general', 'enablement', 'joint', 'elab-process_step', 'result', 'elab-addition', 'enablement', 'joint', 'elab-addition', 'elab-addition', 'elab-process_step', 'enablement', 'joint', 'elab-addition', 'attribution']
preds:  ['e', 'e', 'enablement', 'enablement', 'joint', 'joint ', 'e', 'a', 'evaluations', 'e', 'e', 'e', 'enables', 'e', 'enablement', 'b']  | target:  ['elab-addition', 'elab-addition', 'enablement', 'enablement', 'joint', 'joint', 'elab-addition', 'result', 'evaluation', 'elab-addition', 'enablement', 'elab-aspect', 'enablement', 'elab-addition', 'enablement', 'bg-general']
preds:  ['joint ', '', 'comparisons', 'joint and', 'e', 'enablement', 'e', 'e', ':', 'Process_', 'e', 'e', 'Enable', '-', 'manner-', 'evaluation of']  | target:  ['joint', 'attribution', 'comparison', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'elab-process_step', 'progression', 'elab-process_step', 'elab-addition', 'elab-addition', 'enablement', 'elab-enumember', 'manner-means', 'evaluation']
preds:  ['e', 'co-', 'is ', 'e', 'joint joint', 'GB', 'Is', 'evaluation', 'e', 'joint ', 'maria', 'b', 'e', 'joint', '.', 'b']  | target:  ['elab-addition', 'joint', 'evaluation', 'elab-addition', 'joint', 'bg-general', 'evaluation', 'evaluation', 'elab-addition', 'joint', 'joint', 'bg-general', 'elab-aspect', 'joint', 'progression', 'bg-general']
preds:  ['e', 'e', 'temporal', 'enablement', 'e', 'joint ', 'e', 'b', 'e', 'joint ', 'a', 'e', 'joint ', 'b', 'enablement', '']  | target:  ['elab-addition', 'elab-addition', 'temporal', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'elab-addition', 'joint', 'result', 'elab-addition', 'joint', 'bg-general', 'enablement', 'joint']
preds:  ['comparisons', 'enablement', 'joint', 'e', 'e', 'e', 'joint joint', 'e', 'joint', '-', 's', 'e', 'manner-', 'joint', 'joint venture', 'enablement']  | target:  ['comparison', 'enablement', 'joint', 'elab-addition', 'elab-addition', 'elab-process_step', 'joint', 'elab-addition', 'joint', 'elab-addition', 'joint', 'elab-addition', 'manner-means', 'joint', 'joint', 'enablement']
preds:  ['e', 'evaluations', ',', 'joint', 'e', 'a', 'jointness', 'joint', 'e', 'e', 'e', 'a', 'e', 'e', 'e', 'e']  | target:  ['elab-addition', 'evaluation', 'evaluation', 'joint', 'elab-addition', 'manner-means', 'joint', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'elab-enumember', 'elab-addition', 'elab-addition']
preds:  ['b', 'together with', 'enablement', 'conjointe', 'e', 'b', 'a', 'e', 'b', 'enablement', 'e', 'a', 'b', 'evaluation of', 'b', 'e']  | target:  ['bg-general', 'joint', 'enablement', 'joint', 'elab-addition', 'bg-general', 'evaluation', 'elab-addition', 'bg-goal', 'enablement', 'elab-addition', 'attribution', 'bg-compare', 'evaluation', 'bg-general', 'elab-addition']
preds:  ['b', 'e', 'joint', 'joint', 'joint joint', 'e', 'e', 'enablement', 'y', 'Bewertungs', 'joint is', 'b', 'e', 'e', 'enablement', '-']  | target:  ['bg-general', 'elab-addition', 'joint', 'joint', 'joint', 'elab-enumember', 'elab-addition', 'enablement', 'joint', 'evaluation', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'enablement', 'manner-means']
preds:  ['e', 'joint', 'jointe', 'joint', 'b', 'joints', 'e', 'joint', 'attribution', 'joint ', 'evaluation of', 'joint', 'a', 'e', 'joint joint', 'e']  | target:  ['elab-addition', 'joint', 'joint', 'joint', 'bg-general', 'joint', 'elab-addition', 'joint', 'attribution', 'joint', 'evaluation', 'joint', 'enablement', 'elab-addition', 'joint', 'elab-addition']
preds:  ['e', 'e', 'e', 'progression', 'e', 'e', 'e', 'e', 'gemeinsame', 'joints', 'e', 'joint', '', 'e', 'joint venture', 'g']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'progression', 'elab-addition', 'elab-enumember', 'elab-addition', 'elab-enumember', 'joint', 'joint', 'elab-addition', 'joint', 'joint', 'elab-addition', 'joint', 'bg-goal']
preds:  ['evaluation of', '']  | target:  ['evaluation', 'joint']
preds:  ['b', 'e', 'e', 'e', 'b', 'manner-', 'e', 'attribution', 'evaluation', 'e', 'enablement', 'manner-', 'e', 'manner-', 'e', 'enablement']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'manner-means', 'elab-addition', 'attribution', 'evaluation', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'manner-means', 'elab-addition', 'enablement']
preds:  ['e', 'e', 'e', 'joint', 'evaluation', 'b', 'e', 'temporal', 'e', 'joint', 'e', 'e', 'results in', 'b', 'e', 'e']  | target:  ['elab-aspect', 'elab-aspect', 'elab-addition', 'joint', 'evaluation', 'bg-general', 'elab-addition', 'temporal', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'result', 'bg-goal', 'elab-addition', 'elab-addition']
preds:  ['enablement', 'e', 'progression of', 'b', 'enablement', 'e', 'joint', 'e', 'enablement', 'attribution', 'evaluation', 'joint', 'e', 'joint', 'results in', 'b']  | target:  ['enablement', 'elab-addition', 'progression', 'bg-general', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'attribution', 'evaluation', 'joint', 'elab-addition', 'joint', 'result', 'bg-general']
preds:  ['e', 'e', 'enablement', 'e', 'b', 'e', 'e', 'contrasts', 'results in', 'b', 'e', 'e', 'enablement', 'e', 'e', 'attribution']  | target:  ['elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'contrast', 'result', 'bg-general', 'elab-process_step', 'elab-process_step', 'enablement', 'elab-process_step', 'elab-addition', 'attribution']
preds:  ['evaluation', 'b', 'e', 'b', 'manner-', 'e', 'enablement', 'e', 'enablement', 'enablement', 'e', 'enablement', 'attribution', 'evaluation', 'b', 'joint']  | target:  ['evaluation', 'bg-general', 'elab-addition', 'bg-general', 'manner-means', 'elab-process_step', 'enablement', 'elab-process_step', 'enablement', 'enablement', 'elab-process_step', 'enablement', 'attribution', 'evaluation', 'bg-general', 'joint']
preds:  ['e', 'e', 'b', 'b', 'e', 'joint', 'joint', 'joint', 'joint', 'e', 'b', 'e', 'e', 'e', 'e', 'e']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['results in', 'joint', 'joint', 'b', 'e', 'enablement', 'manner-', 'e', 'e', 'e', 'enablement', 'attribution', 'evaluation', 'b', 'e', 'e']  | target:  ['result', 'joint', 'joint', 'bg-general', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'elab-process_step', 'elab-process_step', 'enablement', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition']
preds:  ['e', 'e', 'e', 'attribution', 'evaluation', 'e', 'attribution', 'evaluation', 'b', 'e', 'e', 'e', 'enablement', 'attribution', 'evaluation', 'results in']  | target:  ['elab-addition', 'elab-addition', 'elab-enumember', 'attribution', 'evaluation', 'elab-enumember', 'attribution', 'evaluation', 'bg-general', 'elab-enumember', 'elab-addition', 'elab-enumember', 'enablement', 'attribution', 'evaluation', 'result']
preds:  ['enablement', 'comparison of', 'e', 'e', 'joint', 'attribution', 'evaluation', 'e', 'e', 'e', 'e', 'a', 'joint', 'e', 'e', 'joint']  | target:  ['enablement', 'comparison', 'elab-addition', 'elab-addition', 'joint', 'attribution', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'cause', 'joint', 'elab-addition', 'elab-addition', 'joint']
preds:  ['e', 'enablement', 'e', 'e', 'joint', 'e', 'enablement', 'e', 'e', 'enablement', 'b', 'e', 'e', 'e', 'b', 'b']  | target:  ['elab-addition', 'enablement', 'elab-aspect', 'elab-aspect', 'joint', 'elab-aspect', 'enablement', 'elab-addition', 'elab-aspect', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'bg-general']
preds:  ['b', 'joint', 'b', 'e', 'e', 'e', 'e', 'e', 'manner-', 'enablement', 'e', 'progression of', 'evaluation', 'e', 'joint', 'b']  | target:  ['bg-general', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'manner-means', 'enablement', 'elab-addition', 'progression', 'evaluation', 'elab-addition', 'joint', 'bg-general']
preds:  ['progression of', 'e', 'joint', 'enablement', 'b', 'e', 'e', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']  | target:  ['progression', 'elab-addition', 'joint', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']
preds:  ['e', 'b', 'b', 'e', 'e', 'progression of', 'e', 'e', 'e', 'joint', 'a', 'e', 'enablement', 'enablement', 'enablement', 'enablement']  | target:  ['elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'cause', 'elab-addition', 'enablement', 'enablement', 'enablement', 'enablement']
preds:  ['joint', 'attribution', 'evaluation', 'b', 'e', 'e', 'b', 'e', 'b', 'joint', 'e', 'attribution', 'evaluation', 'temporal', 'comparison of', 'e']  | target:  ['joint', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'bg-general', 'joint', 'elab-addition', 'attribution', 'evaluation', 'temporal', 'comparison', 'elab-addition']
preds:  ['b', 'e', 'e', 'e', 'e', 'joint', 'joint', 'joint', 'e', 'enablement', 'e', 'attribution', 'manner-', 'evaluation', 'b', 'e']  | target:  ['bg-goal', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-process_step', 'joint', 'joint', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'attribution', 'manner-means', 'evaluation', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'manner-', 'e', 'attribution', 'e', 'joint', 'joint', 'attribution', 'joint', 'e', 'joint', 'b', 'e', 'enablement', 'joint']  | target:  ['elab-addition', 'elab-addition', 'manner-means', 'elab-enumember', 'attribution', 'elab-addition', 'joint', 'joint', 'attribution', 'joint', 'elab-addition', 'joint', 'bg-general', 'elab-aspect', 'enablement', 'joint']
preds:  ['e', 'e', 'b', 'e', 'exp-', 'e', 'e', 'evaluation', 'b', 'results in', 'e', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'elab-aspect', 'exp-reason', 'elab-aspect', 'elab-addition', 'evaluation', 'bg-goal', 'result', 'elab-addition', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']
preds:  ['temporal', 'e', 'joint', 'joint', 'comparison of', 'joint', 'e', 'e', 'joint']  | target:  ['temporal', 'elab-enumember', 'joint', 'joint', 'comparison', 'joint', 'elab-addition', 'elab-addition', 'joint']
val_loss: 3.6884 val_acc: 0.3816 mismatch: 134146 complete_mismatch: 2821829
Epoch 13: Best val_acc: 0.3816
Epoch 13: train_loss: 4.8391 train_acc: 0.1985 | val_loss: 3.6884 val_acc: 0.3816
00:01:11.42
learning epoch:  14 ...
preds:  ['evaluation', 'joint venture', 'e', 'b', 'evaluations', 'e', 'e', 'e', 'e', 'with ', 'attribution', 'joint joint', 'enablement', 'e', 'e', 'e']  | target:  ['evaluation', 'joint', 'elab-addition', 'bg-general', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-process_step', 'contrast', 'attribution', 'joint', 'enablement', 'elab-addition', 'elab-process_step', 'elab-addition']
preds:  ['e', 'enablement', 'e', 'e', ',', 'enablement', 'Helping', 'b', 'joint', 'Granting', 'e', 'joint is', 'a', 'b', 'a', 'e']  | target:  ['elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'contrast', 'enablement', 'enablement', 'bg-general', 'joint', 'attribution', 'elab-addition', 'joint', 'manner-means', 'bg-general', 'attribution', 'elab-addition']
preds:  ['evaluation', 'e', 'enablement', 'e', 'joint joint', 'co-', 'enabler', 'joint ', 'joint', 'evaluation', 't', 'e', 'joints are', 'enablement', 'b', 'e']  | target:  ['evaluation', 'elab-addition', 'enablement', 'elab-addition', 'joint', 'joint', 'enablement', 'joint', 'joint', 'evaluation', 'joint', 'elab-addition', 'joint', 'enablement', 'bg-general', 'elab-addition']
preds:  ['evaluation', 'e', 'b', 'e', 'enablement', 'GB', 'joint', 'e', 'joint', 'a', 'a', ',', 'attribution', 'evaluation of', 'i', 'e']  | target:  ['evaluation', 'elab-addition', 'bg-general', 'elab-addition', 'enablement', 'bg-general', 'joint', 'elab-addition', 'joint', 'manner-means', 'progression', 'result', 'attribution', 'evaluation', 'contrast', 'elab-addition']
preds:  ['joint joint', 'e', 'enablement', '', 'joint', '-', 'enablement', 'e', 'enablement', '-', 'co-', 'e', 'e', 'e', 'manner-', 'e']  | target:  ['joint', 'elab-addition', 'enablement', 'attribution', 'joint', 'joint', 'enablement', 'elab-addition', 'enablement', 'manner-means', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'manner-means', 'elab-addition']
preds:  ['e', 'a', ',', 'a', 'e', 'enablement', 'b', 'together with', 'e', 'b', 'b', 'GB', 'enablement', 'a', 'e', 'joint ']  | target:  ['elab-addition', 'attribution', 'joint', 'enablement', 'elab-addition', 'enablement', 'bg-general', 'joint', 'elab-addition', 'bg-goal', 'bg-compare', 'bg-general', 'enablement', 'joint', 'elab-aspect', 'joint']
preds:  ['e', 'enablement', 'e', 'Joint Joint', 'joint ', 'joint', 'joint venture', 'e', 'joint', 'e', 'joint', 'b', 'joint venture', 'e', 'e', 'b']  | target:  ['elab-enumember', 'enablement', 'elab-addition', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'joint', 'elab-addition', 'joint', 'bg-general', 'joint', 'elab-addition', 'elab-addition', 'bg-general']
