doc	unit1_toks	unit2_toks	unit1_txt	unit2_txt	perplexity_score	original_unit1_txt	original_unit2_txt	sentiment_score_1	sentiment_score_2	sentiment_graded_agreement	sentiment_agreement	s1_toks	s2_toks	unit1_sent	unit2_sent	dir	nuc_children	sat_children	genre	u1_discontinuous	u2_discontinuous	u1_issent	u2_issent	u1_length	u2_length	length_ratio	u1_speaker	u2_speaker	same_speaker	u1_func	u1_pos	u1_depdir	u2_func	u2_pos	u2_depdir	doclen	u1_position	u2_position	percent_distance	distance	lex_overlap_words	lex_overlap_length	unit1_case	unit2_case	label
maz-16294	163-173	179-185	Prompt spricht der Bürgerverein BVBB von " politisch-moralischer Verkommenheit " ,	sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches .	413.3365783691406	Prompt spricht der Bürgerverein BVBB von " politisch-moralischer Verkommenheit " ,	sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches .	neutral	neutral	StrongAgree	Agree	163-185	163-185	Prompt spricht der Bürgerverein BVBB von " politisch-moralischer Verkommenheit " , ist Schulzendorfs Bürgermeister enttäuscht , sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches .	Prompt spricht der Bürgerverein BVBB von " politisch-moralischer Verkommenheit " , ist Schulzendorfs Bürgermeister enttäuscht , sieht Königs Wusterhausens künftiger Bürgermeister Widersprüchliches .	1<2	2	0	news	False	False	False	False	11	7	1.571	none	none	True	root	VVFIN	ROOT	conj	VVFIN	LEFT	195	0.836	0.918	0.082	2	_	0	cap_initial	other	list
maz-12510	4-13	101-106	Der Wunsch nach Frieden wächst in Zeiten des Krieges .	Wann werden Friedenstauben weltweit fliegen ?	413.7451629638672	Der Wunsch nach Frieden wächst in Zeiten des Krieges .	Wann werden Friedenstauben weltweit fliegen ?	neutral	neutral	StrongAgree	Agree	4-13	101-106	Der Wunsch nach Frieden wächst in Zeiten des Krieges .	Wann werden Friedenstauben weltweit fliegen ?	1<2	6	2	news	False	False	True	True	10	6	1.667	none	none	True	root	VVFIN	ROOT	root	VVINF	ROOT	188	0.021	0.537	0.516	7	_	0	cap_initial	cap_initial	joint
maz-12084	98-107	112-117	wenn er diese Szenerie als " Schmierentheater " bezeichnete .	Kein Lehrer verliert seinen Job ,	413.9590606689453	wenn er diese Szenerie als " Schmierentheater " bezeichnete .	Kein Lehrer verliert seinen Job ,	neutral	neutral	StrongAgree	Agree	89-107	112-125	Man mag es Gunnar Lade daher nicht verübeln , wenn er diese Szenerie als " Schmierentheater " bezeichnete .	Kein Lehrer verliert seinen Job , kein Schüler wird schlechter unterrichtet als vorher .	1<2	4	6	news	False	False	False	False	10	6	1.667	none	none	True	advcl	VVFIN	LEFT	root	VVFIN	ROOT	206	0.476	0.544	0.068	2	_	0	other	cap_initial	reason
maz-10575	120-127	143-148	schätzt das Ergebnis am Ende umso mehr .	schafft Verbundenheit mit der Stadt .	414.3048400878906	schätzt das Ergebnis am Ende umso mehr .	schafft Verbundenheit mit der Stadt .	neutral	neutral	StrongAgree	Agree	108-127	128-148	Wer weiß , wie viel Arbeit in solch einer Pflanzaktion steckt , schätzt das Ergebnis am Ende umso mehr .	Und es weckt den Stolz darauf , etwas für die Allgemeinheit getan zu haben , schafft Verbundenheit mit der Stadt .	1<2	7	0	news	False	False	False	False	8	6	1.333	none	none	True	root	VVFIN	ROOT	conj	VVFIN	LEFT	216	0.556	0.662	0.106	2	_	0	other	other	list
maz-19372	64-71	83-102	Die Bürgerinitiative Freie Heide lässt nicht locker .	Die Meldung in der Zeitung , dass es am Neujahrstag wieder eine Protestwanderung gibt , wäre gar nicht nötig .	414.32010650634766	Die Bürgerinitiative Freie Heide lässt nicht locker .	Die Meldung in der Zeitung , dass es am Neujahrstag wieder eine Protestwanderung gibt , wäre gar nicht nötig .	neutral	neutral	StrongAgree	Agree	64-71	83-102	Die Bürgerinitiative Freie Heide lässt nicht locker .	Die Meldung in der Zeitung , dass es am Neujahrstag wieder eine Protestwanderung gibt , wäre gar nicht nötig .	1>2	3	0	news	False	False	True	True	8	20	0.4	none	none	True	root	VVFIN	ROOT	root	ADJD	ROOT	208	0.308	0.399	0.091	2	Die	1	cap_initial	cap_initial	interpretation
maz-17698	140-146	157-168	Auch wenn es übertrieben klingen mag :	der sollte kleine Leute nicht an einen Ort zum Bodenturnen schicken ,	414.51007080078125	Auch wenn es übertrieben klingen mag :	der sollte kleine Leute nicht an einen Ort zum Bodenturnen schicken ,	neutral	neutral	StrongAgree	Agree	140-146	147-182	Auch wenn es übertrieben klingen mag :	Wer ernsthaft über Jugendschutz redet ( Stichwort Suchtgefahren ) , der sollte kleine Leute nicht an einen Ort zum Bodenturnen schicken , in dem es riecht wie in einer Kneipe am Morgen nach der Weihnachtsfeier .	1>2	4	0	news	False	False	True	False	7	12	0.583	none	none	True	root	VVINF	ROOT	root	VVINF	ROOT	205	0.683	0.766	0.083	2	_	0	cap_initial	other	preparation
maz-18333	22-27	47-53	Doch der würde wenig nützen ,	Also kann es nur gut sein ,	415.23719024658203	Doch der würde wenig nützen ,	Also kann es nur gut sein ,	neutral	positive	Agree	Disagree	22-46	47-63	Doch der würde wenig nützen , wenn sich wie derzeit auch in einigen Jahren immer noch die B 101 durch die Stadt schlängeln würde .	Also kann es nur gut sein , wenn die Ortsumgehung so schnell wie möglich fertig wird .	1>2	2	2	news	False	False	False	False	6	7	0.857	none	none	True	root	VVINF	ROOT	root	ADJD	ROOT	191	0.115	0.246	0.131	2	_	0	cap_initial	title	reason
maz-10205	23-27	28-39	Das ist kein Zufall ,	nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	415.30810546875	Das ist kein Zufall ,	nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	neutral	negative	Agree	Disagree	23-39	23-39	Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	Das ist kein Zufall , nervt doch die meisten jüngeren Autoren die ewige Besserwisserei der Altgedienten .	1<2	1	0	news	False	False	False	False	5	12	0.417	none	none	True	root	NN	ROOT	conj	VVFIN	LEFT	181	0.127	0.155	0.028	1	_	0	title	other	reason
maz-8509	32-45	46-62	Alle Jahre wieder findet sich in vielen Säcken Unrat und so manche Kuriosität .	In Nauen beispielsweise bleibt inzwischen jeder sechste der jährlich anfallenden 4000 Säcke an der Straße zurück ,	415.33082580566406	Alle Jahre wieder findet sich in vielen Säcken Unrat und so manche Kuriosität .	In Nauen beispielsweise bleibt inzwischen jeder sechste der jährlich anfallenden 4000 Säcke an der Straße zurück ,	neutral	neutral	StrongAgree	Agree	32-45	46-78	Alle Jahre wieder findet sich in vielen Säcken Unrat und so manche Kuriosität .	In Nauen beispielsweise bleibt inzwischen jeder sechste der jährlich anfallenden 4000 Säcke an der Straße zurück , weil er nicht mit Laub von Straßenbäumen , sondern mit Garten- oder Hausabfällen gefüllt ist .	1>2	4	1	news	False	False	True	False	14	17	0.824	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	197	0.162	0.234	0.071	1	_	0	cap_initial	cap_initial	background
maz-12510	4-13	53-63	Der Wunsch nach Frieden wächst in Zeiten des Krieges .	Wen lässt ein heißer Krieg mit deutscher Beteiligung kalt ? !	415.4482879638672	Der Wunsch nach Frieden wächst in Zeiten des Krieges .	Wen lässt ein heißer Krieg mit deutscher Beteiligung kalt ? !	neutral	neutral	StrongAgree	Agree	4-13	53-63	Der Wunsch nach Frieden wächst in Zeiten des Krieges .	Wen lässt ein heißer Krieg mit deutscher Beteiligung kalt ? !	1<2	6	2	news	False	False	True	True	10	11	0.909	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	188	0.021	0.282	0.261	4	_	0	cap_initial	cap_initial	joint
maz-12188	129-135	136-144	haben die Schüler und Lehrer gewonnen -	nämlich die nötige Ruhe , Zuversicht und Planungssicherheit ,	415.4510040283203	haben die Schüler und Lehrer gewonnen -	nämlich die nötige Ruhe , Zuversicht und Planungssicherheit ,	neutral	neutral	StrongAgree	Agree	124-151	124-151	Gehen die Abgeordneten mit , haben die Schüler und Lehrer gewonnen - nämlich die nötige Ruhe , Zuversicht und Planungssicherheit , um Unterricht vernünftig gestalten zu können .	Gehen die Abgeordneten mit , haben die Schüler und Lehrer gewonnen - nämlich die nötige Ruhe , Zuversicht und Planungssicherheit , um Unterricht vernünftig gestalten zu können .	1<2	2	1	news	False	False	False	False	7	9	0.778	none	none	True	root	VVPP	ROOT	advmod	ADV	LEFT	197	0.655	0.69	0.036	1	_	0	other	other	e-elaboration
maz-17673	174-180	181-188	Das ist das Ziel der Videoüberwachung .	Einwände dagegen zu finden , fällt schwer .	415.59678649902344	Das ist das Ziel der Videoüberwachung .	Einwände dagegen zu finden , fällt schwer .	neutral	neutral	StrongAgree	Agree	174-180	181-188	Das ist das Ziel der Videoüberwachung .	Einwände dagegen zu finden , fällt schwer .	1<2	1	0	news	False	False	True	True	7	8	0.875	none	none	True	root	NN	ROOT	root	VVFIN	ROOT	188	0.926	0.963	0.037	1	_	0	title	cap_initial	joint
maz-12383	180-186	187-197	die sich auch dann nicht schließen ,	wenn man der Tochter mit der Taschenlampe ins Auge leuchtet -	416.7152442932129	die sich auch dann nicht schließen ,	wenn man der Tochter mit der Taschenlampe ins Auge leuchtet -	neutral	neutral	StrongAgree	Agree	167-208	167-208	Wie ein Joint eigentlich aussieht und riecht , was erweiterte Pupillen verraten , die sich auch dann nicht schließen , wenn man der Tochter mit der Taschenlampe ins Auge leuchtet - all dieses Wissen könnte manch ahnungsloser Mutter die Augen öffnen .	Wie ein Joint eigentlich aussieht und riecht , was erweiterte Pupillen verraten , die sich auch dann nicht schließen , wenn man der Tochter mit der Taschenlampe ins Auge leuchtet - all dieses Wissen könnte manch ahnungsloser Mutter die Augen öffnen .	1<2	1	0	news	False	False	False	False	7	11	0.636	none	none	True	acl	VVFIN	LEFT	advcl	VVFIN	LEFT	208	0.865	0.899	0.034	1	_	0	other	other	circumstance
maz-9852	111-116	117-129	Orientierungslose Menschen gibt es überall .	Vielen Ostdeutschen wurde wendebedingt jedoch eingeredet : Ihr habt alles falsch gemacht !	416.87763595581055	Orientierungslose Menschen gibt es überall .	Vielen Ostdeutschen wurde wendebedingt jedoch eingeredet : Ihr habt alles falsch gemacht !	neutral	negative	Agree	Disagree	111-116	117-129	Orientierungslose Menschen gibt es überall .	Vielen Ostdeutschen wurde wendebedingt jedoch eingeredet : Ihr habt alles falsch gemacht !	1>2	3	0	news	False	False	True	True	6	13	0.462	none	none	True	root	VVFIN	ROOT	root	VVPP	ROOT	192	0.578	0.609	0.031	1	_	0	cap_initial	cap_initial	concession
maz-15702	6-18	19-32	Von spektakulären Ausbrüchen aus den Gefängnissen ist Justizminister Schelter bislang verschont geblieben .	Für seine Amtszeit verbucht die Justizchronik nun aber einen Vorgang der besonderen Art .	416.93699645996094	Von spektakulären Ausbrüchen aus den Gefängnissen ist Justizminister Schelter bislang verschont geblieben .	Für seine Amtszeit verbucht die Justizchronik nun aber einen Vorgang der besonderen Art .	neutral	neutral	StrongAgree	Agree	6-18	19-32	Von spektakulären Ausbrüchen aus den Gefängnissen ist Justizminister Schelter bislang verschont geblieben .	Für seine Amtszeit verbucht die Justizchronik nun aber einen Vorgang der besonderen Art .	1>2	1	0	news	False	False	True	True	13	14	0.929	none	none	True	root	VVPP	ROOT	root	VVFIN	ROOT	172	0.035	0.11	0.076	1	_	0	cap_initial	cap_initial	concession
maz-7967	97-109	110-127	Deutlich wird , dass Strausberg alle Hinweise in den Wind geschlagen hat .	Drum wird die Straße - zum Nachteil von Verkehrssicherheit , Baupreis und Ortsbild - kurviger als nötig .	417.9533996582031	Deutlich wird , dass Strausberg alle Hinweise in den Wind geschlagen hat .	Drum wird die Straße - zum Nachteil von Verkehrssicherheit , Baupreis und Ortsbild - kurviger als nötig .	neutral	neutral	StrongAgree	Agree	97-109	110-127	Deutlich wird , dass Strausberg alle Hinweise in den Wind geschlagen hat .	Drum wird die Straße - zum Nachteil von Verkehrssicherheit , Baupreis und Ortsbild - kurviger als nötig .	1>2	4	1	news	False	False	True	True	13	18	0.722	none	none	True	root	ADJD	ROOT	root	ADJD	ROOT	183	0.53	0.601	0.071	1	_	0	cap_initial	cap_initial	reason
maz-18333	22-27	28-46	Doch der würde wenig nützen ,	wenn sich wie derzeit auch in einigen Jahren immer noch die B 101 durch die Stadt schlängeln würde .	418.27527236938477	Doch der würde wenig nützen ,	wenn sich wie derzeit auch in einigen Jahren immer noch die B 101 durch die Stadt schlängeln würde .	neutral	neutral	StrongAgree	Agree	22-46	22-46	Doch der würde wenig nützen , wenn sich wie derzeit auch in einigen Jahren immer noch die B 101 durch die Stadt schlängeln würde .	Doch der würde wenig nützen , wenn sich wie derzeit auch in einigen Jahren immer noch die B 101 durch die Stadt schlängeln würde .	1<2	2	0	news	False	False	False	False	6	19	0.316	none	none	True	root	VVINF	ROOT	advcl	VVINF	LEFT	191	0.115	0.147	0.031	1	_	0	cap_initial	other	condition
maz-7690	120-127	128-135	Eines allerdings scheint sich geändert zu haben .	Die regionalen Produkte haben an Ansehen gewonnen .	418.4030990600586	Eines allerdings scheint sich geändert zu haben .	Die regionalen Produkte haben an Ansehen gewonnen .	neutral	neutral	StrongAgree	Agree	120-127	128-135	Eines allerdings scheint sich geändert zu haben .	Die regionalen Produkte haben an Ansehen gewonnen .	1<2	2	0	news	False	False	True	True	8	8	1.0	none	none	True	root	VVFIN	ROOT	root	VVPP	ROOT	181	0.663	0.707	0.044	1	_	0	cap_initial	cap_initial	joint
maz-18454	69-81	154-164	Der Verein Brandenburger Vorstadt plädiert für ein Fest von Bürgern für Bürger .	Andere Feste ( selbst semi-professionelle ) kann er nicht untersagen .	418.6651153564453	Der Verein Brandenburger Vorstadt plädiert für ein Fest von Bürgern für Bürger .	Andere Feste ( selbst semi-professionelle ) kann er nicht untersagen .	neutral	neutral	StrongAgree	Agree	69-81	154-164	Der Verein Brandenburger Vorstadt plädiert für ein Fest von Bürgern für Bürger .	Andere Feste ( selbst semi-professionelle ) kann er nicht untersagen .	1<2	4	2	news	False	False	True	True	13	11	1.182	none	none	True	root	VVFIN	ROOT	root	VVINF	ROOT	224	0.308	0.688	0.379	9	_	0	cap_initial	cap_initial	elaboration
maz-3080	71-75	76-82	Nach den Anschlägen in Amerika	wurde dieser Zustand leider noch verschärft .	419.3513412475586	Nach den Anschlägen in Amerika	wurde dieser Zustand leider noch verschärft .	neutral	negative	Agree	Disagree	71-82	71-82	Nach den Anschlägen in Amerika wurde dieser Zustand leider noch verschärft .	Nach den Anschlägen in Amerika wurde dieser Zustand leider noch verschärft .	1<2	1	0	news	False	False	False	False	5	7	0.714	none	none	True	obl	NN	RIGHT	root	VVPP	ROOT	191	0.372	0.398	0.026	1	_	0	title	other	sequence
maz-1679	152-159	160-166	Denn ohne Lkw-Verkehr wird es ruhiger werden ,	der Stadtbummel kann wieder Spaß machen .	420.1103515625	Denn ohne Lkw-Verkehr wird es ruhiger werden ,	der Stadtbummel kann wieder Spaß machen .	neutral	neutral	StrongAgree	Agree	152-166	152-166	Denn ohne Lkw-Verkehr wird es ruhiger werden , der Stadtbummel kann wieder Spaß machen .	Denn ohne Lkw-Verkehr wird es ruhiger werden , der Stadtbummel kann wieder Spaß machen .	1>2	1	0	news	False	False	False	False	8	7	1.143	none	none	True	root	ADJD	ROOT	conj	VVINF	LEFT	180	0.844	0.889	0.044	1	_	0	cap_initial	title	reason
maz-3073	104-117	221-226	versteht , warum sie sich trotz vieler Mühen das Erntefest nie entgehen lassen .	Ä(E)hre , wem Ä(E)hre gebührt .	420.8851852416992	versteht , warum sie sich trotz vieler Mühen das Erntefest nie entgehen lassen .	Ä(E)hre , wem Ä(E)hre gebührt .	neutral	negative	Agree	Disagree	93-117	221-226	Wer die Arbeit dieser Frauen und Männer übers Jahr verfolgt , versteht , warum sie sich trotz vieler Mühen das Erntefest nie entgehen lassen .	Ä(E)hre , wem Ä(E)hre gebührt .	1<2	5	0	news	False	False	False	True	14	6	2.333	none	none	True	root	VVFIN	ROOT	root	NN	ROOT	226	0.46	0.978	0.518	10	_	0	other	cap_initial	evaluation-s
maz-18454	41-44	45-61	Eine bedauerliche Eskalation .	Das Fest , das tausende Besucher anlockt , hat es nicht verdient , als Zankapfel herzuhalten .	421.07059478759766	Eine bedauerliche Eskalation .	Das Fest , das tausende Besucher anlockt , hat es nicht verdient , als Zankapfel herzuhalten .	negative	neutral	Agree	Disagree	41-44	45-61	Eine bedauerliche Eskalation .	Das Fest , das tausende Besucher anlockt , hat es nicht verdient , als Zankapfel herzuhalten .	1<2	3	1	news	False	False	True	True	4	17	0.235	none	none	True	root	NN	ROOT	root	VVPP	ROOT	224	0.183	0.201	0.018	1	_	0	cap_initial	cap_initial	reason
maz-19012	143-153	154-157	Anderswo wiederum wird des Fest immer bei sengender Hitze gefeiert -	unvorstellbar für uns .	421.22483825683594	Anderswo wiederum wird des Fest immer bei sengender Hitze gefeiert -	unvorstellbar für uns .	neutral	negative	Agree	Disagree	143-157	143-157	Anderswo wiederum wird des Fest immer bei sengender Hitze gefeiert - unvorstellbar für uns .	Anderswo wiederum wird des Fest immer bei sengender Hitze gefeiert - unvorstellbar für uns .	1<2	1	0	news	False	False	False	False	11	4	2.75	none	none	True	root	VVPP	ROOT	appos	ADJD	LEFT	212	0.675	0.726	0.052	1	_	0	cap_initial	other	interpretation
maz-10503	2-20	21-44	Der Rausschmiss der Öffentlichkeit aus dem Kita-Untersuchungs-Ausschuss mag für sich genommen nur ein Stück aus dem Tollhaus sein .	Doch aufgefädelt auf die Kette vieler Ereignisse rund um das Versagen der Verwaltung in Sachen Kitas ist dieser Akt nur die nächste Perle .	422.06589126586914	Der Rausschmiss der Öffentlichkeit aus dem Kita-Untersuchungs-Ausschuss mag für sich genommen nur ein Stück aus dem Tollhaus sein .	Doch aufgefädelt auf die Kette vieler Ereignisse rund um das Versagen der Verwaltung in Sachen Kitas ist dieser Akt nur die nächste Perle .	neutral	neutral	StrongAgree	Agree	2-20	21-44	Der Rausschmiss der Öffentlichkeit aus dem Kita-Untersuchungs-Ausschuss mag für sich genommen nur ein Stück aus dem Tollhaus sein .	Doch aufgefädelt auf die Kette vieler Ereignisse rund um das Versagen der Verwaltung in Sachen Kitas ist dieser Akt nur die nächste Perle .	1>2	1	0	news	False	False	True	True	19	24	0.792	none	none	True	root	VVPP	ROOT	root	NN	ROOT	197	0.01	0.107	0.096	1	_	0	cap_initial	cap_initial	concession
maz-00002	42-52	53-62	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht ,	zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	423.1056213378906	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht ,	zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	neutral	neutral	StrongAgree	Agree	42-62	42-62	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	Zum einen wurden nach der Wende fast alle Schulbuchbestände ausgetauscht , zum anderen müssen sich märkische Eltern am Buchkauf beteiligen .	1<2	2	0	news	False	False	False	False	11	10	1.1	none	none	True	root	VVPP	ROOT	conj	VVINF	LEFT	154	0.273	0.344	0.071	1	_	0	cap_initial	other	conjunction
maz-14047	106-116	117-128	wird er sich kaum für einen Freien Träger entscheiden können .	Doch das allein darf nicht Grundlage für diesen wichtigen Beschluss sein .	423.5276336669922	wird er sich kaum für einen Freien Träger entscheiden können .	Doch das allein darf nicht Grundlage für diesen wichtigen Beschluss sein .	neutral	neutral	StrongAgree	Agree	93-116	117-128	Will der Kreistag auch in Rathenow seinen Einfluss auf die Krankenhausentwicklung behalten , wird er sich kaum für einen Freien Träger entscheiden können .	Doch das allein darf nicht Grundlage für diesen wichtigen Beschluss sein .	1>2	2	1	news	False	False	False	True	11	12	0.917	none	none	True	root	VVINF	ROOT	root	NN	ROOT	177	0.599	0.661	0.062	1	_	0	other	cap_initial	antithesis
